id,title,abstract,publicationId,volume,issue,pages,year,month,location,citation,uploadedDate,enteredDate,enteredBy,pubMedId
AR01147,Antiestrogen therapy in pancreatic carcinoma: a preliminary report.,"Ten patients with unresected pancreatic carcinoma, treated with Nolvadex 10 mg 3 times a day were compared to a historic untreated control group. The median survival was 7 months in the treated group compared to 3 months in the untreated. In the control g",PB571,12,1,69-70,1986,3,,"T&oslash;nnesen K, Kamp-Jensen M.Antiestrogen therapy in pancreatic carcinoma: a preliminary report. Eur J Surg Oncol. 1986 Mar;12(1):69-70.",,20080113,kathy,3956756
AR01148,Adenocarcinoma of the pancreas--a hormone sensitive tumor? A preliminary report on Nolvadex treatment.,"There are indications of possible effects of sex hormones on the pancreas. These include reports on steroid receptor proteins in pancreatic tissue, the purification and characterization of a highly specific, high capacity oestrogen binding protein in the ",PB572,9,3,193-7,1983,9,,"Theve NO, Pousette A, Carlstr&ouml;m K. Adenocarcinoma of the pancreas--a hormone sensitive tumor? A preliminary report on Nolvadex treatment. Clin Oncol. 1983 Sep;9(3):193-7.",,20080113,kathy,6616993
AR01149,Adequate enzymatic substitution in treating exocrine pancreatic insufficiency,The chymotrypsin in the stool test was used to monitor adequate enzymatic substitution in treating exocrine pancreatic insufficiency with 18 patients (16 suffering from chronic pancreatitis and 2 having passed duodenopancreatectomy due to pancreatic cance,PB573,135,,21-3,1993,,,"Simek I, Kubias K, Duda M.  Adequate enzymatic substitution in treating exocrine pancreatic insufficiency. Acta Univ Palacki Olomuc Fac Med. 1993;135:21-3.",,20080113,kathy,7526630
AR01162,A pilot study of hormone modulation as a new treatment for mania in women with bipolar affective disorder.,"We tested and compared the use of two adjunctive hormonal agents, tamoxifen and medroxyprogesterone acetate (MPA), for the treatment of acute mania or hypomania. A total of 13 women with acute Bipolar Affective Disorder in the manic or hypomanic phase wer",PB574,31,4,543-7,2006,5,,"Kulkarni J, Garland KA, Scaffidi A, Headey B, Anderson R, de Castella A, Fitzgerald P, Davis SR. A pilot study of hormone modulation as a new treatment for mania in women with bipolar affective disorder. Psychoneuroendocrinology. 2006 May;31(4):543-7.",,20080124,kathy,16356651 
AR01164,Oestradiol and tamoxifen inhibit murine Colon 38 cancer growth and increase the cytotoxic effect of fluorouracil,"The poor efficacy of reference chemotherapy (fluorouracil -FU) in colon cancer has resulted in a constant search for agents which could augment the action of FU. Epidemiological data, such as the decreased risk of colorectal cancer among menopausal women ",PB575,58,5,426-434,2007,,,"Motylewska E, Lawnicka H, Me&#322;e&#324;-Mucha G.Oestradiol and tamoxifen inhibit murine Colon 38 cancer growth and increase the cytotoxic effect of fluorouracil. Endokrynol Pol. 2007;58(5):426-434.",,20080128,kathy,18058739
AR01492,A comparison of the levels of hepatocyte growth factor in serum in patients with type 1 diabetes mellitus with different stages of diabetic retinopathy,ntroduction: The aim of this study was to evaluate the blood concentration of hepatocyte growth factor (HGF) in patients at various stages of retinopathy. We hypothesised that the high level of HGF found in diabetic patients may be an important marker of ,PB575,59,1,2-5,2008,,,"Nowak M, Wielkoszy&#324;ski T, Marek B, Kos-Kud&#322;a B, Swi&#281;tochowska E, Siemi&#324;ska L, Kajdaniuk D, G&#322;ogowska-Szel&#261;g J, Nowak K. A comparison of the levels of hepatocyte growth factor in serum in patients with type 1 diabetes mellitus",,20080331,kathy,18335393
AR01174,Enhancement of glioblastoma cell killing by combination treatment with temozolomide and tamoxifen or hypericin.,"OBJECT: The chemotherapeutic agent temozolomide has demonstrated antitumor activity in patients with recurrent malignant glioma. Because responses are not enduring and recurrence is nearly universal, further improvements are urgently needed. METHODS: In a",PB576,20,4,E20,2006,4,,"Gupta V, Su YS, Wang W, Kardosh A, Liebes LF, Hofman FM, Sch&ouml;nthal AH, Chen TC.Enhancement of glioblastoma cell killing by combination treatment with temozolomide and tamoxifen or hypericin. Neurosurg Focus. 2006 Apr 15;20(4):E20",,20080128,kathy,16709026
AR01180,"Response of negative estrogen-receptor hepatocarcinoma to tamoxifen, and survival of non-resectable patients.","Hepatocellular carcinoma is the fifth most common malignant neoplasm worldwide. Most patients are not candidates to surgical treatment. The prognosis of this neoplasm is poor, with an overall survival rate of 8 weeks in unresectable tumors. Estrogen recep",PB577,5,4,263-7,2006,10,,"Garc&iacute;a-Leiva J, Gamboa-Dom&iacute;nguez A, Ceron-Lizarraga T, Morales-Espinosa D, Meza-Junco J, Arrieta O. Response of negative estrogen-receptor hepatocarcinoma to tamoxifen, and survival of non-resectable patients. Ann Hepatol. 2006 Oct-Dec;5(4):",,20080128,kathy,17151578 
AR01198,Tamoxifen-based treatment induces clinically meaningful responses in multiple myeloma patients with relapsing disease after autotransplantation.,Tamoxifen has been shown to induce apoptosis in multiple myeloma cell lines and primary myeloma cells. Daily tamoxifen was given to 12 consecutive multiple myeloma patients who either relapsed following autologous stem cell transplantation (11) or had pro,PB579,42,6,1323-8,2001,11,,"Fassas AB, Rapoport AP, Bola&ntilde;os-Meade J, Shanholtz C, Cottler-Fox M, Tricot G.Tamoxifen-based treatment induces clinically meaningful responses in multiple myeloma patients with relapsing disease after autotransplantation. Leuk Lymphoma. 2001 Nov-D",,20080128,kathy,11911415 
AR00125,Cyclooxygenase inhibition and hyperthermia for the potentiation of the cytotoxic response in ovarian cancer cells,OBJECTIVES: The progression of chemotherapy-resistant cancer confers poor prognosis and decreases overall survival in ovarian cancer patients. Adjuvants to traditional chemotherapy regimens have become attractive modalities for the clinical treatment of r,PB58,104,2,443-50,2007,2,,Gynecol Oncol. 2007 Feb;104(2):443-50,,20070320,kathy,16996114 
AR01168,Phase II trial of alternating courses of megestrol acetate and tamoxifen in advanced endometrial carcinoma: a Gynecologic Oncology Group study.,OBJECTIVES: To estimate the objective response rate and toxicity associated with alternating megestrol acetate (MA) and tamoxifen citrate (T) in women with endometrial carcinoma. METHODS: Consenting patients with measurable recurrent or advanced endometri,PB58,92,1,10-4,2004,1,,"Fiorica JV, Brunetto VL, Hanjani P, Lentz SS, Mannel R, Andersen W; Gynecologic Oncology Group study.Phase II trial of alternating courses of megestrol acetate and tamoxifen in advanced endometrial carcinoma: a Gynecologic Oncology Group study. Gynecol On",,20080128,kathy,14751131
AR01169,Phase II study of medroxyprogesterone acetate plus tamoxifen in advanced endometrial carcinoma: a Gynecologic Oncology Group study.,OBJECTIVES: The objectives of this study were to estimate the clinical response rate and toxicity of daily tamoxifen combined with intermittent weekly medroxyprogesterone acetate (MPA). METHODS: This study reports the results of 61 patients with measurabl,PB58,92,1,4-9,2004,1,,"Whitney CW, Brunetto VL, Zaino RJ, Lentz SS, Sorosky J, Armstrong DK, Lee RB; Gynecologic Oncology Group study.Phase II study of medroxyprogesterone acetate plus tamoxifen in advanced endometrial carcinoma: a Gynecologic Oncology Group study.Gynecol Oncol",,20080128,kathy,14751130
AR01649,Dichloroacetate induces apoptosis in endometrial cancer cells.,"PURPOSE: A recent landmark study demonstrated that Dichloroacetate (DCA) treatment promoted apoptosis in lung, breast, and glioblastoma cancer cell lines by shifting metabolism from aerobic glycolysis to glucose oxidation coupled with NFAT-Kv1.5 axis remo",PB58,,,,2008,4,AR-20080501-7501.pdf,"Wong JY, Huggins GS, Debidda M, Munshi NC, De Vivo I.Dichloroacetate induces apoptosis in endometrial cancer cells.  Gynecol Oncol. 2008 Apr 16",20080501,20080501,kathy,18423823
AR01202,Evaluation of efficacy and toxicity of tamoxifen in patients with advanced chemotherapy resistant ovarian cancer,47 patients with advanced ovarian cancer after routine treatment were treated with tamoxifen. Objective response rate (CR + PR) was 6.4%. 46.8% patients had stable disease with median time of stabilisation 6.9 m. Because of low toxicity and non satisfacto,PB580,69,7,586-9,1998,7,,"Rolski J, Pawlicki M.Evaluation of efficacy and toxicity of tamoxifen in patients with advanced chemotherapy resistant ovarian cancer. Ginekol Pol. 1998 Jul;69(7):586-9.",,20080128,kathy, 9810419
AR01211,"Lonidamine versus high-dose tamoxifen in progressive, advanced renal cell carcinoma: results of an ongoing randomized phase II study.","Sixty patients with metastatic renal cell carcinoma were entered into an ongoing randomized phase II study with lonidamine, 350 mg/m2 orally daily (arm A) and high dose tamoxifen, 150 mg/m2 orally daily for 6 months, afterwards 50 mg/m2 (arm B), until tum",PB581,18,2 Suppl 4,33-7,1991,4,,"Stahl M, Schmoll E, Becker H, Schlichter A, Hoffmann L, Wagner H, Possinger K, M&uuml;ller W, K&ouml;llermann M, Weidenhammer W, et al. Lonidamine versus high-dose tamoxifen in progressive, advanced renal cell carcinoma: results of an ongoing randomized p",,20080128,kathy,2031196
AR01218,Estrogen dermatitis: a dendritic-cell-mediated allergic condition.,"BACKGROUND: Most estrogen dermatitides are induced by local or systemic contact dermatitis where dendritic cells are central, and tamoxifen has a blocking effect on dendritic cells. METHODS: We present 5 cases of estrogen dermatitis in which the clinical ",PB582,207,3,265-8,2003,,,"Yotsumoto S, Shimomai K, Hashiguchi T, Uchimiya H, Usuki K, Nishi M, Kanekura T, Kanzaki T.Estrogen dermatitis: a dendritic-cell-mediated allergic condition.Dermatology. 2003;207(3):265-8. ",,20080129,kathy,14571068
AR01219,A case of estrogen dermatitis,A 29-year-old Korean woman had erythematous papular patches on her face for six months. The eruptions recurred in a cyclic fashion along with her menstruation. The patient responded positively to an intradermal skin test for estrogen and showed marked imp,PB583,24,5,332-6,1997,5,,"Kim KH, Yoon TJ, Oh CW, Kim TH.A case of estrogen dermatitis.J Dermatol. 1997 May;24(5):332-6.",,20080129,kathy,9198324
AR01222,Combined surgical intervention and medical management in a case of atypical idiopathic retroperitoneal fibrosis.,"Idiopathic retroperitoneal fibrosis (RPF) is one of the causes of obstructive uropathy. This disease, ever since its original description in 1948, has undergone much trial and error in its management. We present a case of a rare type of idiopathic RPF cau",PB584,13,3,291-3,2006,3,,"Saheed MC, Ginilkumar P, Sanjeevan KV, Bhat SH.Combined surgical intervention and medical management in a case of atypical idiopathic retroperitoneal fibrosis.Int J Urol. 2006 Mar;13(3):291-3. ",,20080129,kathy,16643628
AR01281,Chronic administration of valproic acid inhibits PC3 cell growth by suppressing tumor angiogenesis in vivo.,AIM: Chromatin remodeling agents such as histone deacetylase inhibitors have been shown to modulate gene expression in tumor cells and inhibit tumor growth and angiogenesis. We investigated the mechanisms of chronic valproic acid (VPA) inhibiting PC3 cell,PB584,14,9,838-45,2007,9,,"Gao D, Xia Q, Lv J, Zhang H.Chronic administration of valproic acid inhibits PC3 cell growth by suppressing tumor angiogenesis in vivo. Int J Urol. 2007 Sep;14(9):838-45.",,20080210,kathy,17760752
AR01224,Tamoxifen for retroperitoneal fibrosis.,"Retroperitoneal fibrosis is characterised by diffuse inflammatory proliferation of fibroblasts and the deposition of collagen fibrils throughout the retroperitoneum, especially in perivascular sites. This results in blockage of the ureters and other tubul",PB585,19,2,163-4,2005,3,,"Chambers JC, McGovern K.Tamoxifen for retroperitoneal fibrosis. Palliat Med. 2005 Mar;19(2):163-4.",,20080129,kathy,15810758
AR01227,Clinical experience with tamoxifen in peritoneal fibrosing syndromes.,Peritoneal sclerosis is one of the most important complications of peritoneal dialysis (PD) treatment. Encapsulating peritoneal sclerosis (EPS) represents the most advanced stage of that disease and has a high mortality. No therapy of choice has been esta,PB586,19,,32-5,2003,,,"del Peso G, Bajo MA, Gil F, Aguilera A, Ros S, Costero O, Castro MJ, Selgas R. Clinical experience with tamoxifen in peritoneal fibrosing syndromes. Adv Perit Dial. 2003;19:32-5.",,20080129,kathy,14763031
AR01348,A double-blind comparison of topical capsaicin and oral amitriptyline in painful diabetic neuropathy.,"An 8-week double-blind, multicenter, parallel study compared the safety and efficacy of topical capsaicin and oral amitriptyline in patients with painful diabetic neuropathy involving the feet. Two hundred thirty-five patients were randomized to treatment",PB586,12,2,111-20,1995,3,,"Biesbroeck R, Bril V, Hollander P, Kabadi U, Schwartz S, Singh SP, Ward WK, Bernstein JE. A double-blind comparison of topical capsaicin and oral amitriptyline in painful diabetic neuropathy. Adv Ther. 1995 Mar-Apr;12(2):111-20.",,20080303,kathy,10150323
AR01230,Beneficial effects of the anti-oestrogen tamoxifen on systemic lupus erythematosus of (NZBxNZW)F1 female mice are associated with specific reduction of IgG3 autoantibodies.,BACKGROUND: Sex hormones have been shown to influence the immune system and to modify the course of autoimmune disorders. OBJECTIVE: To examine the effects of the oestrogen antagonist tamoxifen on the course of systemic lupus erythematosus (SLE) in (NZBxN,PB587,62,4,341-6,2003,4,AR-20080129-22394.pdf,"Sthoeger ZM, Zinger H, Mozes E.Beneficial effects of the anti-oestrogen tamoxifen on systemic lupus erythematosus of (NZBxNZW)F1 female mice are associated with specific reduction of IgG3 autoantibodies.Ann Rheum Dis. 2003 Apr;62(4):341-6.",20080129,20080129,kathy,12634234
AR01796,Circulating cytokine levels in patients with rheumatoid arthritis: results of a double blind trial with sulphasalazine.,"Interleukin 1 (IL-1), IL-6, and tumour necrosis factor (TNF) alpha are pleiotropic cytokines produced predominantly by macrophages which have been implicated in the pathogenesis of rheumatoid arthritis (RA). Sulphasalazine has been shown to have disease m",PB587,51,8,946-50,1992,8,AR-20081105-74729.pdf,"Danis VA, Franic GM, Rathjen DA, Laurent RM, Brooks PM. Circulating cytokine levels in patients with rheumatoid arthritis: results of a double blind trial with sulphasalazine. Ann Rheum Dis. 1992 Aug;51(8):946-50.",20081105,20081105,kathy,1358037
AR01236,Protein kinase C isoform expression as a predictor of disease outcome on endocrine therapy in breast cancer.,"BACKGROUND: Although in vitro breast cancer models have demonstrated a role for protein kinase C (PKC) alpha and delta isoforms in endocrine insensitivity and resistance respectively, there is currently little clinical evidence to support these observatio",PB588,60,11,1216-21,2007,11,,"Assender JW, Gee JM, Lewis I, Ellis IO, Robertson JF, Nicholson RI.Protein kinase C isoform expression as a predictor of disease outcome on endocrine therapy in breast cancer. J Clin Pathol. 2007 Nov;60(11):1216-21.",,20080129,kathy,17965220
AR01238,Elevated Src activity promotes cellular invasion and motility in tamoxifen resistant breast cancer cells.,"Src kinase plays a central role in growth factor signalling, regulating a diverse array of cellular functions including proliferation, migration and invasion. Recent studies have demonstrated that Src activity is frequently elevated in human tumours and c",PB589,97,97,263-74,2006,6,,"Hiscox S, Morgan L, Green TP, Barrow D, Gee J, Nicholson RI.Elevated Src activity promotes cellular invasion and motility in tamoxifen resistant breast cancer cells.Breast Cancer Res Treat. 2006 Jun;97(3):263-74. ",,20080129,kathy,16333527
AR01251,TGFbeta2 and TbetaRII are valid molecular biomarkers for the antiproliferative effects of tamoxifen and tamoxifen metabolites in breast cancer cells.,Response to treatment with the antiestrogen tamoxifen is variable and at least partially due to its highly complex metabolism. Tamoxifen is transformed by polymorphic and inducible cytochrome P450 enzymes to a large number of metabolites with varying biol,PB589,107,1,15-24,2008,1,,"Buck MB, Coller JK, M&uuml;rdter TE, Eichelbaum M, Knabbe C.TGFbeta2 and TbetaRII are valid molecular biomarkers for the antiproliferative effects of tamoxifen and tamoxifen metabolites in breast cancer cells.Breast Cancer Res Treat. 2008 Jan;107(1):15-24",,20080130,kathy,18043895
AR01290,Inhibition of histone deacetylase enhances the anti-proliferative action of antiestrogens on breast cancer cells and blocks tamoxifen-induced proliferation of uterine cells.,"Here we report a novel potential therapeutic strategy using histone deacetylase (HDAC) inhibitors to enhance the action of hormonal therapy agents in estrogen receptor alpha (ER alpha)-positive breast cancer. HDAC inhibitors [trichostatin A (TSA), suberoy",PB589,105,3,297-309,2007,11,,"Hodges-Gallagher L, Valentine CD, Bader SE, Kushner PJ.Inhibition of histone deacetylase enhances the anti-proliferative action of antiestrogens on breast cancer cells and blocks tamoxifen-induced proliferation of uterine cells. Breast Cancer Res Treat. 2",,20080210,kathy,17186358
AR00126,Exisulind (sulindac sulfone) suppresses growth of human prostate cancer in a nude mouse xenograft model by increasing apoptosis,"OBJECTIVES: Recent studies have shown that Exisulind, a sulfone metabolite of the nonsteroidal anti-inflammatory drug (NSAID) sulindac, has inhibitory activity in vitro with cultured human prostate cancer cells. To determine whether this effect might be p",PB59,53,2,440-5,1999,2,,Urology. 1999 Feb;53(2):440-5.,,20070320,kathy,9933075
AR00152,Effect of dutasteride on the detection of prostate cancer in men with benign prostatic hyperplasia,"OBJECTIVES: To examine the rate of prostate cancer detection in three large randomized placebo-controlled benign prostatic hyperplasia trials of dutasteride. Dutasteride, which lowers serum dihydrotestosterone more than 93% by inhibiting type 1 and type 2",PB59,64,3,537-41,2004,9,,Urology. 2004 Sep;64(3):537-41; discussion 542-3,,20070323,kathy,15351586
AR00404,Use of DHEA in a patient with advanced prostate cancer: a case report and review.,"Dehydroepiandrosterone (DHEA) is being evaluated in the basic science laboratories as a potential treatment for adenocarcinomas, with some initial promise for success. However DHEA can be metabolically converted to androgenic compounds, possessing unwante",PB59,50,5,784-8,1997,11,AR-20070716-6091.pdf,"Jones JA, Nguyen A, Straub M, Leidich RB, Veech RL, Wolf S. Use of DHEA in a patient with advanced prostate cancer: a case report and review. Urology. 1997 Nov;50(5):784-8.",20070716,20070716,kathy,9372895 
AR01207,Tamoxifen and colchicine-modulated vinblastine followed by 5-fluorouracil in advanced renal cell carcinoma: a phase II study.,"OBJECTIVES: Chemotherapy resistance of renal cell carcinoma (RCC) has been attributed in large part to multidrug resistance (MDR). Reported MDR-modulated chemotherapy for RCC, however, has resulted in only marginal response benefits. In this study, the MD",PB59,57,4,650-4,2001,4,,"Liu JH, Yang MH, Fan FS, Yen CC, Wang WS, Chang YH, Chen KK, Chen PM.Tamoxifen and colchicine-modulated vinblastine followed by 5-fluorouracil in advanced renal cell carcinoma: a phase II study. Urology. 2001 Apr;57(4):650-4.",,20080128,kathy,11306370
AR01239,PKA-induced resistance to tamoxifen is associated with an altered orientation of ERalpha towards co-activator SRC-1.,"Resistance to tamoxifen is observed in half of the recurrences in breast cancer, where the anti-estrogen tamoxifen acquires agonistic properties for transactivating estrogen receptor alpha (ERalpha). In a previous study, we showed that protein kinase A (P",PB590,26,15,3534-44,2007,8,,"Zwart W, Griekspoor A, Berno V, Lakeman K, Jalink K, Mancini M, Neefjes J, Michalides R.PKA-induced resistance to tamoxifen is associated with an altered orientation of ERalpha towards co-activator SRC-1. EMBO J. 2007 Aug 8;26(15):3534-44.",,20080129,kathy,17627277
AR01241,CtIP silencing as a novel mechanism of tamoxifen resistance in breast cancer.,"Acquired resistance to the antiestrogen tamoxifen constitutes a major clinical challenge in breast cancer therapy. However, the mechanisms involved are still poorly understood. Using serial analysis of gene expression, we identified CtIP, a BRCA1- and CtB",PB591,5,12,1285-95,2007,12,,"Wu M, Soler DR, Abba MC, Nunez MI, Baer R, Hatzis C, Llombart-Cussac A, Llombart-Bosch A, Aldaz CM. CtIP silencing as a novel mechanism of tamoxifen resistance in breast cancer.Mol Cancer Res. 2007 Dec;5(12):1285-95. ",,20080129,kathy,18171986 
AR01243,Effects of tamoxifen on striatal dopamine and 5-hydroxytryptamine release in freely moving male rats: an in-vivo microdialysis investigation.,"Recent studies indicating interaction of oestrogens with central cholinergic, dopaminergic and 5-HTergic systems have led to the assumption of a protective role of oestrogens in certain neurodegenerative disorders. The non-steroidal drug tamoxifen, a mixe",PB592,50,12,1377-85,1998,12,,"Chaurasia CS, Chen CE, Rubin J, Dewey SL.Effects of tamoxifen on striatal dopamine and 5-hydroxytryptamine release in freely moving male rats: an in-vivo microdialysis investigation. J Pharm Pharmacol. 1998 Dec;50(12):1377-85.",,20080130,kathy,10052853
AR01776,Protection against doxorubicin cardiomyopathy in rats: role of phosphodiesterase inhibitors type 4.,Selective cardiotoxicity of doxorubicin (DOX) remains a significant and dose-limiting clinical problem. The mechanisms implicated are not yet fully defined but may involve the production of reactive oxygen species or expression of cytokines. Although pati,PB592,56,6,757-68,2004,6,,"Mohamed HE, Asker ME, Ali SI, el-Fattah TM.Protection against doxorubicin cardiomyopathy in rats: role of phosphodiesterase inhibitors type 4.  J Pharm Pharmacol. 2004 Jun;56(6):757-68.",,20081103,kathy,15231041
AR01265,Anti-tumor mechanisms of valproate: a novel role for an old drug.,"Valproic acid (VPA, 2-propylpentanoic acid) is an established drug in the long-term therapy of epilepsy. During the past years, it has become evident that VPA is also associated with anti-cancer activity. VPA not only suppresses tumor growth and metastasi",PB593,22,5,492-511,2002,9,,"Blaheta RA, Cinatl J Jr.Anti-tumor mechanisms of valproate: a novel role for an old drug.Med Res Rev. 2002 Sep;22(5):492-511.",,20080207,kathy,12210556 
AR01262,"The effects of DNA methylation and histone deacetylase inhibitors on human papillomavirus early gene expression in cervical cancer, an in vitro and clinical study.","BACKGROUND: The methylation status at the human papilloma virus (HPV) genome found in pre-invasive and invasive cervical lesions suggests that neoplastic transformation can be suppressed by gene hypermethylation, whereas hypomethylation accompanies or cau",PB594,4,,18,2007,2,AR-20080207-32388.pdf,"de la Cruz-Hern&aacute;ndez E, P&eacute;rez-C&aacute;rdenas E, Contreras-Paredes A, Cant&uacute; D, Mohar A, Lizano M, Due&ntilde;as-Gonz&aacute;lez A.The effects of DNA methylation and histone deacetylase inhibitors on human papillomavirus early gene exp",20080207,20080207,kathy,17324262
AR01266,Valproic Acid is toxic to malignant glioma cells and increases sensitivity to irradiation and chemotherapy,"Glioblastoma multiforme is the most frequent and the most aggressive of glial tumors, with a median survival of nine months, despite surgical resection, radiotherapy and temozolomide treatment.
Glioblastoma multiforme can be regarded as an abnormal ""organ",PB595,,,334,2006,10,,"Admirant AM, Hendricks JA, De Witt Hamer PC,  Leenstra S, W.P. Vandertop,  van Noorden CJF,  Medema JP.Valproic Acid is toxic to malignant glioma cells and increases sensitivity to irradiation and chemotherapy .Abstracts for the Seventh Congress of the Eu",,20080207,kathy,
AR01285,Valproic acid enhances tubulin acetylation and apoptotic activity of paclitaxel on anaplastic thyroid cancer cell lines.,"The introduction of paclitaxel into multimodal therapy for anaplastic thyroid carcinoma has failed to improve overall survival. Toxicity rules out the high doses required, especially in older patients. The search for strategies to enhance paclitaxel antin",PB596,14,3,839-45,2007,9,,"Catalano MG, Poli R, Pugliese M, Fortunati N, Boccuzzi G.Valproic acid enhances tubulin acetylation and apoptotic activity of paclitaxel on anaplastic thyroid cancer cell lines. Endocr Relat Cancer. 2007 Sep;14(3):839-45.",,20080210,kathy,17914112
AR01286,"Valproic acid, a histone deacetylase inhibitor, enhances sensitivity to doxorubicin in anaplastic thyroid cancer cells.","Multimodality treatments (i.e. surgery, chemotherapy, and radiotherapy) are recommended for anaplastic thyroid carcinoma (ATC), an extremely lethal human cancer, but to date there is little evidence that such approaches improve survival rates. It is thus ",PB597,191,2,465-72,2006,11,AR-20080210-15600.pdf,"Catalano MG, Fortunati N, Pugliese M, Poli R, Bosco O, Mastrocola R, Aragno M, Boccuzzi G.Valproic acid, a histone deacetylase inhibitor, enhances sensitivity to doxorubicin in anaplastic thyroid cancer cells. J Endocrinol. 2006 Nov;191(2):465-72.",20080210,20080210,kathy,17088416
AR01291,"The epigenetic modifier, valproic acid, enhances radiation sensitivity.","Valproic acid is an established therapeutic for a variety of seizure disorders and in certain cases for depression and anxiety. In addition, valproic acid has been shown to possess histone deacetylase inhibition activity and is currently being investigate",PB598,1,3,131-7,2006,7,AR-20080210-17618.pdf,"Karagiannis TC, Kn H, El-Osta A.The epigenetic modifier, valproic acid, enhances radiation sensitivity.Epigenetics. 2006 Jul-Sep;1(3):131-7.",20080210,20080210,kathy,17965607 
AR01295,Sodium valproate for painful diabetic neuropathy: a randomized double-blind placebo-controlled study.,"BACKGROUND: Various drugs are effective in the management of painful diabetic neuropathy, but none is completely satisfactory. We previously found sodium valproate to be effective and safe in a short-term study. AIM: To test the effectiveness and safety o",PB599,97,1,33-8,2004,1,AR-20080210-19180.pdf,"Kochar DK, Rawat N, Agrawal RP, Vyas A, Beniwal R, Kochar SK, Garg P.Sodium valproate for painful diabetic neuropathy: a randomized double-blind placebo-controlled study.QJM. 2004 Jan;97(1):33-8. ",20080210,20080210,kathy,14702509
AR01400,Sodium valproate for painful diabetic neuropathy: a randomized double-blind placebo-controlled study.,"BACKGROUND: Various drugs are effective in the management of painful diabetic neuropathy, but none is completely satisfactory. We previously found sodium valproate to be effective and safe in a short-term study. AIM: To test the effectiveness and safety o",PB599,97,1,33-8,2004,1,AR-20080312-25514.pdf,"Kochar DK, Rawat N, Agrawal RP, Vyas A, Beniwal R, Kochar SK, Garg P.Sodium valproate for painful diabetic neuropathy: a randomized double-blind placebo-controlled study.QJM. 2004 Jan;97(1):33-8.",20080312,20080312,kathy, 14702509 
AR00065,Peroxisome proliferator-activated receptor gamma and retinoid X receptor ligands are potent inducers of differentiation and apoptosis in leukemias,"The peroxisome proliferator-activated receptor gamma (PPARgamma) is a member of the nuclear receptor family that forms heterodimers with retinoid X receptor. These heterodimers bind to DNA and activate the transcription of target genes. 
Here, we report t",PB6,3,10,1249-1262,2004,10,MCT_2004_Konopleva.pdf,Mol Cancer Ther 2004;3(10). October 2004:1249-1262,,20070308,kathy,
AR00106,Curcumin potentiates the apoptotic effects of chemotherapeutic agents and cytokines through down-regulation of nuclear factor-{kappa}B and nuclear factor-{kappa}B-regulated gene products in IFN-{alpha}-sensitive and IFN-{alpha}-resistant human bladder can,"Bladder cancer mortality varies between the countries; whereas being highest in Western countries, it is lowest in Eastern countries, such as India. Cigarette smoking is one of the major risk factors for bladder cancer in affluent nations, such as United ",PB6,6,3,1022-30,2007,,,Mol Cancer Ther 2007;6(3):1022-30,,20070318,kathy,17363495 
AR00218,Disulfiram induces apoptosis in human melanoma cells: a redox-related process,"Melanoma is highly resistant to conventional chemotherapy. We have demonstrated that redox regulation in melanoma cells is aberrant, and redox-modulating agents can induce cell apoptosis. We have currently explored the effect of disulfiram (DSF), a member",PB6,1,3,197-204,2002,1,197.pdf,Mol Cancer Ther. 2002 Jan;1(3):197-204.,20070417,20070417,kathy,12467214
AR00238,"Disulfiram inhibits activating transcription factor/cyclic AMP-responsive element binding protein and human melanoma growth in a metal-dependent manner in vitro, in mice and in a patient with metastatic disease.","The thiocarbamate alcoholism drug disulfiram blocks the P-glycoprotein extrusion pump, inhibits the transcription factor nuclear factor-kappaB, sensitizes tumors to chemotherapy, reduces angiogenesis, and inhibits tumor growth in mice. Thiocarbamates reac",PB6,3,9,1049-60,2004,9,1049.pdf,Mol Cancer Ther. 2004 Sep;3(9):1049-60.,20070425,20070425,kathy,15367699
AR01292,Antitumor histone deacetylase inhibitors suppress cutaneous radiation syndrome: Implications for increasing therapeutic gain in cancer radiotherapy.,"Radiotherapy is an effective treatment for head and neck, skin, anogenital, and breast cancers. However, radiation-induced skin morbidity limits the therapeutic benefits. A low-toxicity approach to selectively reduce skin morbidity without compromising tu",PB6,3,3,317-25,2004,3,AR-20080210-17860.pdf,"Chung YL, Wang AJ, Yao LF.Antitumor histone deacetylase inhibitors suppress cutaneous radiation syndrome: Implications for increasing therapeutic gain in cancer radiotherapy. Mol Cancer Ther. 2004 Mar;3(3):317-25.",20080210,20080210,kathy,15026552
AR01310,The relevance of estrogen receptor-beta expression to the antiproliferative effects observed with histone deacetylase inhibitors and phytoestrogens in prostate cancer treatment.,"In the prostate, estrogen receptor beta (ERbeta), the preferred receptor for phytoestrogens, has features of a tumor suppressor. To investigate the mechanisms underlying the beneficial effects on prostate cancer of histone deacetylase inhibitor valproic a",PB6,6,10,2626-33,2007,10,,"Stettner M, Kaulfuss S, Burfeind P, Schweyer S, Strauss A, Ringert RH, Thelen P.The relevance of estrogen receptor-beta expression to the antiproliferative effects observed with histone deacetylase inhibitors and phytoestrogens in prostate cancer treatmen",,20080210,kathy,17913855
